fecha,banco,indice_ev_individual,indice_ev_grupal,indice_cartera_normal,indice_cartera_subestandar,indice_cartera_incumplimiento
2017-10-01,Deutsche Bank (Chile),,,,,
2017-10-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2017-10-01,HSBC Bank (Chile),,99.92548455228807,0.07451544771192958,4.088181858501971,7.757042066618576
2017-10-01,Itaú Corpbanca,,54.68557861869825,45.314421381301756,0.9172464183613928,7.601842590175225
2017-10-01,"JP Morgan Chase Bank, N.A.",,,,,
2017-10-01,Rabobank Chile,,,,,
2017-10-01,Scotiabank Chile,,44.01114839350301,55.98885160649699,0.9313760108306998,19.92624235256373
2017-10-01,"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",,100.0,0.0,1.266575276830907,
2017-11-01,Banco BTG Pactual Chile,,100.0,0.0,0.4941880846440304,
2017-11-01,Banco Bice,,74.91235728914818,25.087642710851814,0.6361941182742953,4.17033709573426
2017-11-01,"Banco Bilbao Vizcaya Argentaria, Chile",,44.220304484463355,55.779695515536645,0.8265894225922028,4.248647783891136
2017-11-01,Banco Consorcio,,91.52743023483526,8.472569765164744,0.8626068110972371,8.944859538751249
2017-11-01,Banco Falabella,,0.001690493307776611,99.99830950669222,3.1776834837049974,
2017-11-01,Banco Internacional,,96.27478043216114,3.725219567838868,0.9723236870959919,2.6708529551618665
2017-11-01,Banco Paris,,,,,
2017-11-01,Banco Penta,,,,,
2017-11-01,Banco Ripley,,0.0,100.0,3.2792314612932083,
2017-11-01,Banco Santander-Chile,,38.299368005245974,61.700631994754026,0.9647601199971868,6.802804450499204
2017-11-01,Banco Security,,71.94941403817286,28.050585961827128,0.7318553680318505,1.3737706483224785
2017-11-01,Banco de Chile,,44.835925860428574,55.16407413957142,1.256717753173675,7.3042747725113655
2017-11-01,Banco de Crédito e Inversiones,,44.667348004984554,55.332651995015446,0.5710513499101688,4.774412549708918
2017-11-01,Banco de la Nación Argentina,,98.98818723980256,1.0118127601974551,0.5868025666666297,13.875000000000002
2017-11-01,Banco del Estado de Chile,,38.737699836301374,61.262300163698626,1.344944449517443,6.713777610281439
2017-11-01,Banco do Brasil S.A.,,100.0,0.0,2.058058507559156,32.175
2017-11-01,"China Construction Bank, Agencia en Chile",,100.0,0.0,0.9402031941041602,
2017-11-01,Deutsche Bank (Chile),,,,,
2017-11-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2017-11-01,HSBC Bank (Chile),,99.90378525021977,0.09621474978023542,3.839263473475126,8.705055035139068
2017-11-01,Itaú Corpbanca,,55.47592430472756,44.52407569527243,0.9191923041381289,8.412968955995472
2017-11-01,"JP Morgan Chase Bank, N.A.",,,,,
2017-11-01,Rabobank Chile,,,,,
2017-11-01,Scotiabank Chile,,44.13379374896038,55.86620625103962,0.9361109182236381,21.014061853056173
2017-11-01,"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",,100.0,0.0,1.2921699387345038,
2017-12-01,Banco BTG Pactual Chile,,100.0,0.0,0.4636118815915565,
2017-12-01,Banco Bice,,74.33286504914297,25.66713495085703,0.6323789892051819,4.14835276049212
2017-12-01,"Banco Bilbao Vizcaya Argentaria, Chile",,43.309819937893025,56.690180062106975,0.8350662686979713,3.6376132699875927
2017-12-01,Banco Consorcio,,91.61283209682256,8.387167903177438,0.8524252550893042,8.162499889077438
2017-12-01,Banco Falabella,,0.00016715611953405343,99.99983284388047,3.1268155227918295,
2017-12-01,Banco Internacional,,96.30371981644016,3.6962801835598436,0.9766919127393066,2.1800325939727005
2017-12-01,Banco Paris,,,,,
2017-12-01,Banco Penta,,,,,
2017-12-01,Banco Ripley,,0.0,100.0,3.3127725226643765,
2017-12-01,Banco Santander-Chile,,37.49643906868632,62.503560931313686,0.960186448761139,6.632745537523518
2017-12-01,Banco Security,,71.89506115195972,28.104938848040273,0.708744917961651,1.4290144454475453
2017-12-01,Banco de Chile,,45.02057256581599,54.97942743418401,1.2251543760554275,6.7142202570802905
2017-12-01,Banco de Crédito e Inversiones,,44.017534465872195,55.9824655341278,0.5734028630518034,4.900581217015213
2017-12-01,Banco de la Nación Argentina,,98.99753994283496,1.0024600571650435,0.5928917222656651,13.875004878048783
2017-12-01,Banco del Estado de Chile,,37.71793023592668,62.28206976407331,1.312337431763352,6.647129041121599
2017-12-01,Banco do Brasil S.A.,,100.0,0.0,1.856017950647745,20.35
2017-12-01,"China Construction Bank, Agencia en Chile",,100.0,0.0,0.9287622804603126,
2017-12-01,Deutsche Bank (Chile),,,,,
2017-12-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2017-12-01,HSBC Bank (Chile),,99.90616453968177,0.09383546031824128,3.7537931909429028,8.87349653022644
2017-12-01,Itaú Corpbanca,,54.84997434127816,45.15002565872184,0.8944545147641937,11.767801569967805
2017-12-01,"JP Morgan Chase Bank, N.A.",,,,,
2017-12-01,Rabobank Chile,,,,,
2017-12-01,Scotiabank Chile,,44.45729936999741,55.54270063000259,0.9506356915406678,20.895121502316716
2017-12-01,"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",,100.0,0.0,1.0801825741047186,
2018-01-01,Banco BTG Pactual Chile,0.4221525729130221,,0.4221525729130221,,
2018-01-01,Banco Bice,1.26920433238443,0.4792951139169507,0.6361126311788723,3.5358917932667233,23.997079410197756
2018-01-01,"Banco Bilbao Vizcaya Argentaria, Chile",1.1560844584227252,1.703583011127598,0.8374147851748476,4.1509528111169685,21.38398328699636
2018-01-01,Banco Consorcio,1.8088747282193371,1.7327351156040325,0.8953069549567523,7.714959445102461,45.08311387296298
2018-01-01,Banco Falabella,0.0820648151127989,4.832070940435199,3.0982102687388333,,32.36298832025332
2018-01-01,Banco Internacional,2.15897066571947,4.365168049235852,1.0006983746115805,2.5565452833838775,14.27550917171882
2018-01-01,Banco Ripley,,6.490422529360414,3.2643512680635136,,29.7206534975594
2018-01-01,Banco Santander-Chile,2.3410504032355024,2.931361748416356,0.951043861693819,6.766656614952263,32.39427188201523
2018-01-01,Banco Security,1.549497738819347,1.7719499178096023,0.7144916603854573,1.4876587020064007,22.5154568072713
2018-01-01,Banco de Chile,1.5996157177221038,2.1725723776394315,1.25571851195877,6.619571030889765,31.82327438729935
2018-01-01,Banco de Crédito e Inversiones,1.6480926444278292,1.915307997780814,0.5862871044972964,4.681426824846568,21.99321559078303
2018-01-01,Banco de la Nación Argentina,2.699041468891875,0.5000001237584113,0.5715231469239197,13.875000000000002,79.1200231499031
2018-01-01,Banco del Estado de Chile,2.178162895106378,3.585616962528694,1.332609911929745,6.2538766678793465,23.421651924406756
2018-01-01,Banco do Brasil S.A.,9.021247447792623,,2.03051478157996,20.35,90.00000000000001
2018-01-01,"China Construction Bank, Agencia en Chile",0.9328249503736844,,0.9328249503736844,,
2018-01-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-01-01,HSBC Bank (Chile),4.901076792184537,0.4,4.059704198984735,8.750088889800944,
2018-01-01,Itaú Corpbanca,2.26568569995595,2.1871715766063784,0.9073009562321748,11.639613526570853,25.958495667450144
2018-01-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-01-01,Scotiabank Chile,1.7496434592364247,2.221470271654187,0.950002611987471,19.821093190817773,22.326090782270867
2018-01-01,"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",0.965403109835362,,0.965403109835362,,
2018-02-01,Banco BTG Pactual Chile,,100.0,0.0,0.4548910321056995,
2018-02-01,Banco Bice,,73.36050774816101,26.639492251839,0.621217096293395,3.5411963193184564
2018-02-01,"Banco Bilbao Vizcaya Argentaria, Chile",,42.68374290504088,57.31625709495912,0.8543827116281794,4.223699340058415
2018-02-01,Banco Consorcio,,92.01476487627599,7.985235123724014,0.8958762453430016,8.217035541521538
2018-02-01,Banco Falabella,,6.234099161496776e-06,99.99999376590084,3.096048580899556,
2018-02-01,Banco Internacional,,97.01873508309252,2.981264916907473,1.000682454590806,2.359491684205919
2018-02-01,Banco Ripley,,0.0,100.0,3.2751634709179673,
2018-02-01,Banco Santander-Chile,,37.66406390397916,62.33593609602084,0.9488307852097928,6.566859019879996
2018-02-01,Banco Security,,71.91680085471538,28.08319914528462,0.7110870827671789,1.5032077807795075
2018-02-01,Banco de Chile,,44.311091772083586,55.688908227916414,1.275269070560762,7.048244515228349
2018-02-01,Banco de Crédito e Inversiones,,44.343385135542626,55.656614864457374,0.6008553324788493,4.7110760849869715
2018-02-01,Banco de la Nación Argentina,,98.93837157643246,1.061628423567543,0.578315400401215,13.875000000000002
2018-02-01,Banco del Estado de Chile,,35.7518636857047,64.2481363142953,1.3394212360586346,6.286702214972426
2018-02-01,Banco do Brasil S.A.,,100.0,0.0,1.944306855366366,20.35
2018-02-01,"China Construction Bank, Agencia en Chile",,100.0,0.0,0.8475934873547891,
2018-02-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-02-01,HSBC Bank (Chile),,99.87293888768427,0.12706111231572975,3.5758536685983473,8.82189019493038
2018-02-01,Itaú Corpbanca,,54.561963303829295,45.438036696170705,0.8829037222499105,11.92994543208111
2018-02-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-02-01,Scotiabank Chile,,44.35982256689117,55.64017743310882,0.9389828846814922,19.685918241737056
2018-02-01,"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",,100.0,0.0,0.9721313967587121,
2018-03-01,Banco BTG Pactual Chile,0.4631515888512746,,0.46829264216418515,0.0,
2018-03-01,Banco Bice,1.3580916163900716,0.4552093327316004,0.6236440178180277,5.592635678400382,24.06155356883898
2018-03-01,"Banco Bilbao Vizcaya Argentaria, Chile",1.13756719379576,1.6809723439525113,0.8268004832279267,4.283133649557906,21.16577454191412
2018-03-01,Banco Consorcio,1.887741286204295,1.7630724109831197,0.8526478225214693,6.293105986786421,46.35340927392144
2018-03-01,Banco Falabella,0.08249866680613446,4.767950471708603,3.0851540451428168,,32.34121280532939
2018-03-01,Banco Internacional,2.1305721152048456,4.54216071989763,1.0041616082532263,2.0036920553585666,16.018163418695877
2018-03-01,Banco Ripley,,6.580863470248309,3.2653440251881203,,29.705266797762608
2018-03-01,Banco Santander-Chile,2.2760291649624174,2.9011504542500917,0.9320659352082339,6.560489856040981,32.022590468038544
2018-03-01,Banco Security,1.474509260081405,1.7922689860792003,0.6943580377152667,1.4726689852660777,20.766109703655527
2018-03-01,Banco de Chile,1.5653732664532114,2.171593072735892,1.2396249206834677,6.7339195651966905,31.58919766694214
2018-03-01,Banco de Crédito e Inversiones,1.6081142772070578,1.9050553455767247,0.5792895491666166,4.948901087659892,22.054648452106136
2018-03-01,Banco de la Nación Argentina,2.819225614625292,0.49999980020527457,0.5909239250980717,13.874998519327312,79.13164693706003
2018-03-01,Banco del Estado de Chile,2.3597016769603503,3.5502693410101873,1.3221235711042236,9.14953163852125,23.063696784929384
2018-03-01,Banco do Brasil S.A.,7.679352824555736,,1.9139061025659643,20.35,90.0
2018-03-01,"China Construction Bank, Agencia en Chile",0.8204290218520869,,0.8204290218520869,,
2018-03-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-03-01,HSBC Bank (Chile),4.6608950758193854,0.4,3.6413905724518503,9.004111500802441,
2018-03-01,Itaú Corpbanca,2.2776658263109293,2.20342940732533,0.8959600242472334,12.318655393433303,25.62569902825571
2018-03-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-03-01,Scotiabank Chile,1.6794262775246724,2.1993475445195734,0.9293453547776424,20.064840211523258,21.803585962757055
2018-03-01,"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",1.0585666819435386,,1.0585666819435386,,
2018-04-01,Banco BTG Pactual Chile,0.6003432145450025,,0.6070082966687962,0.0,
2018-04-01,Banco Bice,1.3984926609940525,0.45170232359081736,0.6480238377362068,5.322988056871119,25.44864246810276
2018-04-01,"Banco Bilbao Vizcaya Argentaria, Chile",1.1611061557932545,1.6727854314162283,0.8362416785809521,3.4751927913266325,21.07088841787608
2018-04-01,Banco Consorcio,1.8411523190819001,1.7123432578086846,0.8695851320376128,6.646548596734389,42.16852163803165
2018-04-01,Banco Falabella,0.08236863043941144,4.767239459417055,3.0499592524861985,,32.95510590039689
2018-04-01,Banco Internacional,2.0880320207333334,4.424601435639502,1.0032252004903404,1.7971857105174602,15.950304039601807
2018-04-01,Banco Ripley,,6.554446537019623,3.2104380150368566,,29.76656032546546
2018-04-01,Banco Santander-Chile,2.267270143500669,2.8628081258147335,0.918115603899435,6.555649090878711,32.18723726968946
2018-04-01,Banco Security,1.5378662808028274,1.7946509142679128,0.7086193930757942,1.6122783062557509,21.377660832110955
2018-04-01,Banco de Chile,1.5146754506860256,2.141253477408452,1.212821600533635,6.744311010961017,31.500038510710404
2018-04-01,Banco de Crédito e Inversiones,1.6046169630567115,1.8952929579929139,0.5741327521840227,4.645199035808772,21.904787689870112
2018-04-01,Banco de la Nación Argentina,2.8584341862501654,0.5000003321317722,0.594260872610731,13.87500009515212,79.13827812962695
2018-04-01,Banco del Estado de Chile,2.2796076572939197,3.535098263350092,1.2850773341901138,9.223638861384934,22.876385435800252
2018-04-01,Banco do Brasil S.A.,6.719987911033599,,1.7322071053589776,20.35,90.00000000000001
2018-04-01,"China Construction Bank, Agencia en Chile",0.8610553340996984,,0.8610553340996984,,
2018-04-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-04-01,HSBC Bank (Chile),4.424514045932619,0.4000000000000002,3.588319707821397,8.298703091199078,
2018-04-01,Itaú Corpbanca,2.2781478479216957,2.16474724033491,0.8921360823293074,12.73918998453524,24.34156230938048
2018-04-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-04-01,"MUFG Bank, Ltd.",1.1546326577654964,,1.1546326577654964,,
2018-04-01,Scotiabank Chile,1.697032560322296,2.1715765145298773,0.9063113638487158,19.753451761182514,22.24613863003854
2018-05-01,Banco BTG Pactual Chile,,100.0,0.0,0.6429142718640767,0.0
2018-05-01,Banco Bice,,74.02720542345837,25.97279457654162,0.672991679620492,5.374294425645429
2018-05-01,"Banco Bilbao Vizcaya Argentaria, Chile",,43.12205355592668,56.877946444073324,0.8257411486876775,3.7051256539091533
2018-05-01,Banco Consorcio,,91.5249913069258,8.475008693074207,0.8660136038007373,6.680166998147478
2018-05-01,Banco Falabella,,0.0012745059586919331,99.99872549404131,3.017382506517422,
2018-05-01,Banco Internacional,,94.33941970086013,5.660580299139858,0.9443784895117558,2.791097919786505
2018-05-01,Banco Ripley,,0.0,100.0,3.1177345140232315,
2018-05-01,Banco Santander-Chile,,38.48476376906158,61.51523623093842,0.896787067711051,6.317640046573719
2018-05-01,Banco Security,,72.19806547047027,27.801934529529742,0.6856656446076803,1.5861628822447607
2018-05-01,Banco de Chile,,44.933400577187385,55.066599422812615,1.192995021581509,7.094862852846651
2018-05-01,Banco de Crédito e Inversiones,,45.77353134558307,54.22646865441693,0.5523644756235485,5.372180707306243
2018-05-01,Banco de la Nación Argentina,,98.83459177852697,1.1654082214730297,0.5887302661799467,13.874999731520903
2018-05-01,Banco del Estado de Chile,,36.960561954721726,63.039438045278274,1.2605241043993405,8.964587022968526
2018-05-01,Banco do Brasil S.A.,,100.0,0.0,1.787067242835403,20.35
2018-05-01,"China Construction Bank, Agencia en Chile",,100.0,0.0,0.8916259435119774,
2018-05-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-05-01,HSBC Bank (Chile),,99.91078973404586,0.08921026595414018,3.3014688232998033,4.762050068684497
2018-05-01,Itaú Corpbanca,,53.236332058138736,46.76366794186127,0.878943539643264,13.61018948640156
2018-05-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-05-01,"MUFG Bank, Ltd.",,100.0,0.0,1.0135290261832208,
2018-05-01,Scotiabank Chile,,45.98395886197033,54.01604113802967,0.88514269137197,17.234812302640577
2018-06-01,Banco BTG Pactual Chile,0.4852676464924437,,0.4890081802726436,0.0,
2018-06-01,Banco Bice,1.3878043256390735,0.4086801088163234,0.6497900715900314,5.600441211625788,23.753314592112453
2018-06-01,"Banco Bilbao Vizcaya Argentaria, Chile",1.154375943741546,1.6483745230489621,0.8241867075539958,4.892716217340966,20.86512237400255
2018-06-01,Banco Consorcio,1.9265035911024502,1.5891988866263123,0.882642578431336,6.994505539136988,45.06551736085552
2018-06-01,Banco Falabella,0.08250071124672878,4.778859151057675,3.0261745580118857,,34.08957495458748
2018-06-01,Banco Internacional,2.139643677537908,2.3587508918845583,0.9242817831532237,2.558320860625164,16.464498407033325
2018-06-01,Banco Ripley,,6.509416195404527,3.091212645134147,,29.937424672156283
2018-06-01,Banco Santander-Chile,2.2395950646306644,2.8029175527323424,0.8943148521820768,6.719432717505495,31.81229919896948
2018-06-01,Banco Security,1.562246901675547,1.8644716795372576,0.6804761102034268,1.6254917650635636,23.800578590393474
2018-06-01,Banco de Chile,1.4727769866610212,2.1281370449449324,1.1493470177484466,8.329730241084832,32.69900664886663
2018-06-01,Banco de Crédito e Inversiones,1.595272154533486,1.858946872798695,0.5458273321829736,5.700445563433494,21.61977071160685
2018-06-01,Banco de la Nación Argentina,3.533134457463172,0.4999998011032933,0.47795896680877037,13.875000000000002,90.0000002336035
2018-06-01,Banco del Estado de Chile,2.3020303641077287,3.5175379214727998,1.287050183472174,8.890939663997488,22.71389593105802
2018-06-01,Banco do Brasil S.A.,7.16831611652025,,1.931279033120291,20.350000000000005,90.00000000000001
2018-06-01,"China Construction Bank, Agencia en Chile",0.8731896101691943,,0.8731896101691943,,
2018-06-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-06-01,HSBC Bank (Chile),3.189456174605981,0.4000000000000001,2.947119217300175,4.464581632113975,
2018-06-01,Itaú Corpbanca,2.2552528018223965,2.104958216993397,0.8704917873604094,12.597920650359178,24.991085202178525
2018-06-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-06-01,"MUFG Bank, Ltd.",1.1017815573835634,,1.1017815573835634,,
2018-06-01,Scotiabank Chile,1.5778556511475659,2.13848926553867,0.8972511633999348,16.502736848864306,22.288957837394836
2018-07-01,Banco BTG Pactual Chile,0.4654806156117461,,0.4654806156117461,,
2018-07-01,Banco Bice,1.3290851603998508,0.4314697028071703,0.6346671556157243,5.137371184280201,24.18714295881196
2018-07-01,"Banco Bilbao Vizcaya Argentaria, Chile",1.1512602656579,1.6346488066402147,0.8222709972585655,4.734448724091781,20.893824656960504
2018-07-01,Banco Consorcio,1.879840001812615,1.5157848439203612,0.8830906221834007,6.499832148153771,44.98970417042724
2018-07-01,Banco Falabella,0.08299284984678243,4.775016001232113,3.0242429137485463,,34.28165447573321
2018-07-01,Banco Internacional,2.084857090655969,2.225760272641016,0.963061612653199,2.04264418642814,16.262579113782273
2018-07-01,Banco Ripley,,6.524123980465229,3.0914675719434985,,29.876268350509612
2018-07-01,Banco Santander-Chile,2.1945508810032632,2.8145977826319446,0.889982287703797,6.107634955483535,31.801034683392874
2018-07-01,Banco Security,1.4917355560473669,1.843572862750023,0.6799395997579982,1.6039501763003585,22.62144793122995
2018-07-01,Banco de Chile,1.3662803734487277,2.114284014239874,1.1511325263189203,7.7633833765427696,32.230412448733176
2018-07-01,Banco de Crédito e Inversiones,1.608073662122372,1.8801577263918376,0.5637501184656701,5.52891945167207,22.20479409758735
2018-07-01,Banco de la Nación Argentina,4.411672830297713,0.4999993855205717,0.5124757975563031,13.875000000000002,90.00000028387747
2018-07-01,Banco del Estado de Chile,2.1627270494071476,3.5440433094353594,1.2937254862286367,8.797337340126417,22.419353945201784
2018-07-01,Banco do Brasil S.A.,7.502056186412844,,2.1492548506673126,20.35,90.00000000000001
2018-07-01,"Bank of China, Agencia en Chile",,,,,
2018-07-01,"China Construction Bank, Agencia en Chile",0.942892269600964,,0.942892269600964,,
2018-07-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-07-01,HSBC Bank (Chile),3.944301073259176,0.4,3.9060959229881407,4.144092573970674,
2018-07-01,Itaú Corpbanca,2.171766546246769,2.1582439689200332,0.8933839916570876,12.951578404104543,24.535385246602836
2018-07-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-07-01,"MUFG Bank, Ltd.",1.0167978221519582,,1.0167978221519582,,
2018-07-01,Scotiabank Chile,1.4947447020461373,2.129363047677341,0.8441439325333493,16.952958280152064,22.662833737415617
2018-08-01,Banco BTG Pactual Chile,0.4276022052103577,,0.4276022052103577,,
2018-08-01,Banco Bice,1.4464766328917493,0.4238503846544114,0.6621819196435078,6.611427097403697,24.434455012839752
2018-08-01,Banco Consorcio,1.8991128497410377,1.4367980011163743,0.9027568503915673,6.869057684888357,43.703467858076884
2018-08-01,Banco Falabella,0.08250165023627752,4.714365027809291,2.9904827123587676,,34.274003325688554
2018-08-01,Banco Internacional,2.079485991955481,2.0245743996037007,0.9208884054071205,2.4188876267507613,16.49962322996945
2018-08-01,Banco Paris,,,,,
2018-08-01,Banco Penta,,,,,
2018-08-01,Banco Ripley,,6.606706620045302,3.096302788914866,,30.27284168621548
2018-08-01,Banco Santander-Chile,2.2000754129830487,3.012554724507262,0.8759246038774413,6.184993652520284,31.90799432836217
2018-08-01,Banco Security,1.4902687437157234,1.7999047644019328,0.6860185217505853,1.7919799965679348,23.048163192430685
2018-08-01,Banco de Chile,1.3730895135690824,2.781425643753942,1.1852855210577462,7.162780397766079,36.68847443788197
2018-08-01,Banco de Crédito e Inversiones,1.6499696402714283,2.0950819441766466,0.5707303575858356,5.590405213565153,22.06091782685499
2018-08-01,Banco de la Nación Argentina,5.349703184188667,0.5,0.5384945947119186,13.8750019744142,89.99999995496724
2018-08-01,Banco del Estado de Chile,2.1694038519327883,3.531964914381289,1.2863418202576935,9.168569851901973,22.339106450061553
2018-08-01,Banco do Brasil S.A.,7.389704180164541,,1.9872783302603763,20.35,90.00000000000001
2018-08-01,"Bank of China, Agencia en Chile",,,,,
2018-08-01,"China Construction Bank, Agencia en Chile",0.9577430499295402,,0.9577430499295402,,
2018-08-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-08-01,HSBC Bank (Chile),3.3487844885164515,0.4,3.41480399054566,2.875034041702508,
2018-08-01,Itaú Corpbanca,2.4271016611836163,2.239803477644452,0.917752322575867,13.000458157858096,25.48956025920007
2018-08-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-08-01,"MUFG Bank, Ltd.",0.866300801818549,,0.866300801818549,,
2018-08-01,Rabobank Chile,,,,,
2018-08-01,Scotiabank Azul,1.1392306260138385,1.6166292183109232,0.8127394822629086,4.840694663645561,20.886234691304793
2018-08-01,Scotiabank Chile,1.5073938915644636,2.117589294812815,0.8649234864225764,16.928434562150255,22.412502335976082
2018-09-01,Banco BTG Pactual Chile,,100.0,0.0,0.4829129816752763,
2018-09-01,Banco Bice,,72.06208030401342,27.937919695986587,0.6073871695440763,7.026342638075158
2018-09-01,Banco Consorcio,,90.21454426034424,9.785455739655761,0.8818066248748767,6.764995159773892
2018-09-01,Banco Falabella,,2.9538056858262685e-06,99.99999704619431,3.0634521333954443,
2018-09-01,Banco Internacional,,94.74088856458002,5.259111435419985,0.9038785738369273,2.368302900193546
2018-09-01,Banco Ripley,,0.0,100.0,3.138116008531497,
2018-09-01,Banco Santander-Chile,,38.202058824997536,61.79794117500246,0.8843700054857391,6.020029522172727
2018-09-01,Banco Security,,73.22336952270192,26.776630477298085,0.6666029782949037,1.3660767580835225
2018-09-01,Banco de Chile,,43.27361034145452,56.72638965854547,1.176524084705597,7.233437231769198
2018-09-01,Banco de Crédito e Inversiones,,43.961658462074446,56.03834153792556,0.5619513697042465,5.578888716997775
2018-09-01,Banco de la Nación Argentina,,98.69114509301524,1.3088549069847542,0.4890436360607954,13.875006936546702
2018-09-01,Banco del Estado de Chile,,36.171213218477575,63.82878678152243,1.28728910303878,8.50945055107775
2018-09-01,Banco do Brasil S.A.,,100.0,0.0,1.9115233837245338,15.980921282259464
2018-09-01,"Bank of China, Agencia en Chile",,100.0,0.0,1.7500000000000002,
2018-09-01,"China Construction Bank, Agencia en Chile",,100.0,0.0,0.9881421778427149,
2018-09-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-09-01,HSBC Bank (Chile),,99.90831540518109,0.0916845948189146,3.8049680932386263,6.973008252364202
2018-09-01,Itaú Corpbanca,,52.94160552922828,47.05839447077172,0.9286724479633703,13.047781284351567
2018-09-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-09-01,"MUFG Bank, Ltd.",,100.0,0.0,0.7516328886206705,
2018-09-01,Scotiabank Chile,,44.66168047598922,55.33831952401077,0.9146209937406187,12.537124871282684
2018-10-01,Banco BTG Pactual Chile,0.6850084055347111,,0.6850084055347111,,
2018-10-01,Banco Bice,1.4456531729311135,0.4235403430689815,0.6177048500930361,7.0000848940664175,24.052636854091215
2018-10-01,Banco Consorcio,1.9301915859529797,1.3163103144443749,0.8460019845980403,6.761246139497176,38.95548882185085
2018-10-01,Banco Falabella,0.0825002763686727,4.788808494515493,3.0222579659502546,,34.85154227187597
2018-10-01,Banco Internacional,2.030488003228259,1.8877887202695385,0.9416216576039813,1.87664584677371,16.723093259723676
2018-10-01,Banco Ripley,,6.717515167527785,3.083811946017544,,30.384200156183187
2018-10-01,Banco Santander-Chile,2.192211846422814,2.952925576802589,0.8790006232661065,5.94832986363263,31.853059556506015
2018-10-01,Banco Security,1.642480211158117,1.8932213833454776,0.6601153622072821,1.3019229453016277,25.993282786239412
2018-10-01,Banco de Chile,1.373128465790718,2.7866953152657263,1.1898215644102892,7.183622290157294,36.43891500767625
2018-10-01,Banco de Crédito e Inversiones,1.673563772200807,2.0694238127505664,0.5372240925556088,5.386689636716438,22.548425882851276
2018-10-01,Banco del Estado de Chile,2.2636090945647678,3.3419157420456065,1.2385178514851345,10.260686820210164,21.26330810271574
2018-10-01,Banco do Brasil S.A.,7.128271509092992,,2.016651612288833,16.31370146637481,90.0
2018-10-01,"Bank of China, Agencia en Chile",,,,,
2018-10-01,"China Construction Bank, Agencia en Chile",0.9615795395966565,,0.9615795395966565,,
2018-10-01,Fuente: Superintendencia de Bancos e Instituciones Financieras (Chile),,,,,
2018-10-01,HSBC Bank (Chile),3.986104944744145,0.4,3.6520393867113157,6.491385607345304,
2018-10-01,Itaú Corpbanca,2.5612319918318036,2.260417800414986,0.9154938225776591,13.490678533846456,26.56608556602109
2018-10-01,"JP Morgan Chase Bank, N.A.",,,,,
2018-10-01,"MUFG Bank, Ltd.",0.6369427876938436,,0.6369427876938436,,
2018-10-01,Scotiabank Chile,1.4751214170935862,1.9337759515976136,0.9090329235474695,12.06603726633147,21.501333984003125
2018-11-01,Banco BTG Pactual Chile,0.7633985291741215,,0.49261807612786723,4.555827563400675,
2018-11-01,Banco Bice,1.522294622211185,0.40906623104389983,0.5891476914376735,4.778863102242694,29.91992102493708
2018-11-01,Banco Consorcio,1.8914683272297481,1.2514056631870016,0.8276357059324854,7.448893910319102,38.77578588416164
2018-11-01,Banco Falabella,0.08242670356517083,4.748739018031176,3.0021999897907694,,34.67280526645406
2018-11-01,Banco Internacional,1.9844975298192042,3.104667216233796,1.013721020980597,1.7517615027912163,15.978140665108928
2018-11-01,Banco Ripley,,7.816480304417463,3.7567716514707374,,34.48133304401036
2018-11-01,Banco Santander-Chile,2.137294473815417,2.943394384302709,0.8820361937088378,5.88657203693468,31.620518646132865
2018-11-01,Banco Security,1.6493567498836983,1.8997197365428753,0.6461575899663855,1.273562372707886,25.135146255337293
2018-11-01,Banco de Chile,1.3126831490817579,2.7866162134705776,1.1804846683557588,6.74387508100696,36.28870948361566
