fecha,banco,indice_total,indice_comercial,indice_consumo,indice_vivienda
2024-03-01,Scotiabank Chile,1.6490517804628524,1.651997582879923,2.1286438237634075,1.181857139117695
2024-04-01,Banco BTG Pactual Chile,1.3435230743204585,1.3435230743204585,1.3435230743204585,
2024-04-01,Banco Bice,1.2715865140426887,1.2715865140426887,1.5505326184225832,0.44045010687366404
2024-04-01,Banco Consorcio,1.9091405222648394,1.9091405222648394,2.6423874075078837,0.5391050195027159
2024-04-01,Banco Falabella,5.604693310371179,5.604693310371179,4.756325936002359,5.652018844711432
2024-04-01,Banco Internacional,1.926328116071281,1.926328116071281,1.9284918226210999,1.8826917119478326
2024-04-01,Banco Itaú Chile,2.756627631256172,2.769923253682321,2.743818907009013,2.8056999455774125
2024-04-01,Banco Ripley,9.76477984971718,9.76477984971718,8.81064049033313,9.766212830068255
2024-04-01,Banco Santander-Chile,2.786302887186096,2.786333071980421,3.5921886514158814,2.108101996192758
2024-04-01,Banco Security,2.8656685915972058,2.8656685915972058,3.186214023750723,1.768738673367885
2024-04-01,Banco de Chile,2.016814647558313,2.045337144690498,1.8828303360153276,2.227622753928426
2024-04-01,Banco de Crédito e Inversiones,2.0192414157378553,2.0591034554505687,2.0398830722314205,2.085491211865911
2024-04-01,Banco del Estado de Chile,3.5820250343839755,3.6620070050990896,4.669693581989583,2.684646497710174
2024-04-01,"Bank of China, Agencia en Chile",0.21875000000000003,0.21875000000000003,0.21875000000000003,
2024-04-01,"China Construction Bank, Agencia en Chile",7.995088899680189,7.995088899680189,7.995088899680189,
2024-04-01,HSBC Bank (Chile),3.7979026656426385,4.3790230641124275,4.379251562350592,0.3999991476113743
2024-04-01,"JP Morgan Chase Bank, N.A.",0.4905716889431153,0.4905716889431153,0.4905716889431153,
2024-04-01,Scotiabank Chile,1.6431218734973174,1.649017975678788,2.1442701825675194,1.168611667796661
2024-05-01,Banco BTG Pactual Chile,1.356877581237082,1.356877581237082,1.356877581237082,
2024-05-01,Banco Bice,1.2621405733807998,1.2619901389715094,1.5399451111474929,0.44518779009936277
2024-05-01,Banco Consorcio,1.917252783964773,1.917252783964773,2.6704073643904156,0.5501543517354195
2024-05-01,Banco Falabella,5.463804335931695,5.463804335931695,4.7708098810927435,5.502640005267236
2024-05-01,Banco Internacional,1.9327591892878575,1.9327591892878575,1.9342955788158978,1.902404137960844
2024-05-01,Banco Itaú Chile,2.755156329709236,2.7683970558122395,2.7699410411080843,2.766341111300127
2024-05-01,Banco Ripley,9.542965324148692,9.542965324148692,6.939401626203627,9.546692152183958
2024-05-01,Banco Santander-Chile,2.7811825125689076,2.781280261872834,3.597059612559873,2.1058613100371835
2024-05-01,Banco Security,2.8587155589055038,2.8587155589055038,3.1933959545701227,1.7292138588393433
2024-05-01,Banco de Chile,2.043520209847528,2.062903833603298,1.9041271940391786,2.2376297317497946
2024-05-01,Banco de Crédito e Inversiones,1.9572685714208355,1.9897426350495753,2.011016452879797,1.9607067019819548
2024-05-01,Banco del Estado de Chile,3.560980157632569,3.618433447889159,4.620530382619132,2.64678185411259
2024-05-01,"Bank of China, Agencia en Chile",0.21875000137405887,0.21875000137405887,0.21875000137405887,
2024-05-01,"China Construction Bank, Agencia en Chile",8.59953992113717,8.59953992113717,8.59953992113717,
2024-05-01,HSBC Bank (Chile),3.619401147836201,4.074188276052928,4.075354351856255,0.399999970746782
2024-05-01,"JP Morgan Chase Bank, N.A.",4.569835240815923,4.569835240815923,4.569835240815923,
2024-05-01,Scotiabank Chile,1.6576048937284549,1.6576241033079802,2.191707373090753,1.1532699107061988
2024-06-01,Banco BTG Pactual Chile,1.3011693582413497,1.3011693582413497,1.3011693582413497,
2024-06-01,Banco Bice,1.2567564790425643,1.2668826659272319,1.5368850697456498,0.4480523147532515
2024-06-01,Banco Consorcio,1.909030191509159,1.909030191509159,2.6536975643755687,0.5497038662313763
2024-06-01,Banco Falabella,5.343148059796856,5.343148059796856,4.757235006232327,5.375933803040042
2024-06-01,Banco Internacional,1.915221833614466,1.915221833614466,1.9206798710916517,1.806317223617139
2024-06-01,Banco Itaú Chile,2.7552890319739434,2.7682524952367755,2.772655730003361,2.7623442100155
2024-06-01,Banco Ripley,9.40598155545502,9.40598155545502,6.114769600297182,9.410228505940559
2024-06-01,Banco Santander-Chile,2.832483542684258,2.8326103675969194,3.724419886911381,2.110712754136955
2024-06-01,Banco Security,2.9294108336526588,2.9294108336526588,3.2906441057182727,1.7222794082578485
2024-06-01,Banco de Chile,2.027521578281513,2.0623347312274865,1.9106556171302655,2.2297174430123103
2024-06-01,Banco de Crédito e Inversiones,1.9725677713925531,2.007129430356342,2.002481096117369,2.013456995416848
2024-06-01,Banco del Estado de Chile,3.578472137669252,3.657455906275056,4.631498029813506,2.726976704660307
2024-06-01,"Bank of China, Agencia en Chile",0.2187499951929564,0.2187499951929564,0.2187499951929564,
2024-06-01,"China Construction Bank, Agencia en Chile",9.051210891539029,9.051210891539029,9.051210891539029,
2024-06-01,HSBC Bank (Chile),3.239126146597804,3.5810426211189323,3.5818483347889583,0.39999959234684546
2024-06-01,"JP Morgan Chase Bank, N.A.",3.448088384543515,3.448088384543515,3.448088384543515,
2024-06-01,Scotiabank Chile,1.65721784396702,1.6581863616518102,2.2002533639678945,1.142071112347289
2024-07-01,Banco BTG Pactual Chile,1.2628678078519295,1.2628678078519295,1.2628678078519295,
2024-07-01,Banco Bice,1.2305457741479482,1.237571679492946,1.4989858792234085,0.4392325364725223
2024-07-01,Banco Consorcio,1.9039117561905599,1.9039117561905599,2.656379934943298,0.536533794170567
2024-07-01,Banco Falabella,5.203838943768099,5.203838943768099,4.728509575627821,5.230071017090769
2024-07-01,Banco Internacional,1.9090997538620684,1.9090997538620684,1.9064540227040814,1.9618365940646112
2024-07-01,Banco Itaú Chile,2.7560574399602307,2.7692300441440945,2.8018634450879536,2.7258664685257403
2024-07-01,Banco Ripley,9.037770607375704,9.037770607375704,5.114601548621417,9.042619273823473
